(p1, p2, p3, p4)    X          A          B          C          D          E
(10, 10, 15, 65) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4276.74222
(10, 10, 15, 65) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -4405.5606800000005
(10, 10, 15, 65) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -4548.905465
(10, 10, 15, 65) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -4695.133935
(10, 10, 15, 65) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -4880.08605
(10, 10, 15, 65) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5096.543610000001
(10, 10, 15, 65) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -5237.699355000001
(10, 10, 15, 65) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -5267.388765
(10, 10, 15, 65) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -5659.83253
(10, 10, 15, 65) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -5789.992834999999
(10, 10, 15, 65) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -5801.3957900000005
(10, 10, 15, 65) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -6337.4524949999995
(10, 10, 20, 60) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -348.72093
(10, 10, 20, 60) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -425.67814
(10, 10, 20, 60) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -506.61138000000005
(10, 10, 20, 60) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -565.6966
(10, 10, 20, 60) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -632.19218
(10, 10, 20, 60) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -684.13441
(10, 10, 20, 60) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -708.01486
(10, 10, 20, 60) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -733.6010699999999
(10, 10, 20, 60) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -757.26123
(10, 10, 20, 60) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -778.6192699999999
(10, 10, 20, 60) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -800.4667099999999
(10, 10, 20, 60) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -813.9052300000001
(10, 10, 20, 60) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -853.52216
(10, 10, 20, 60) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -857.98866
(10, 10, 20, 60) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -892.52019
(10, 10, 20, 60) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -940.58763
(10, 10, 20, 60) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -973.2473600000001
(10, 10, 20, 60) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -998.87751
(10, 10, 20, 60) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1048.91984
(10, 10, 20, 60) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1112.3294
(10, 10, 20, 60) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1153.65794
(10, 10, 20, 60) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1199.7374399999999
(10, 10, 20, 60) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1253.72773
(10, 10, 20, 60) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1287.02442
(10, 10, 20, 60) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1330.0782100000001
(10, 10, 20, 60) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1364.3044599999998
(10, 10, 20, 60) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1417.77338
(10, 10, 20, 60) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1459.1670800000002
(10, 10, 20, 60) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1493.2601399999999
(10, 10, 20, 60) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1542.61005
(10, 10, 20, 60) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1594.9151299999999
(10, 10, 20, 60) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1621.2256499999999
(10, 10, 20, 60) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1683.81366
(10, 10, 20, 60) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1709.75306
(10, 10, 20, 60) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1744.7548900000002
(10, 10, 20, 60) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1775.0058900000001
(10, 10, 20, 60) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1834.90841
(10, 10, 20, 60) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1874.4692799999998
(10, 10, 20, 60) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -1925.51813
(10, 10, 20, 60) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -1951.8628999999999
(10, 10, 20, 60) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -1995.8256099999999
(10, 10, 20, 60) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2013.23133
(10, 10, 20, 60) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2025.22438
(10, 10, 20, 60) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2060.09537
(10, 10, 20, 60) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2082.9373100000003
(10, 10, 20, 60) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2143.28259
(10, 10, 20, 60) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2162.6903
(10, 10, 20, 60) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2196.07111
(10, 10, 20, 60) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2249.5517800000002
(10, 10, 20, 60) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2291.20308
(10, 10, 20, 60) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2339.6287
(10, 10, 20, 60) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2371.40283
(10, 10, 20, 60) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2420.34083
(10, 10, 20, 60) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2466.8811
(10, 10, 20, 60) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2531.0929399999995
(10, 10, 20, 60) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2595.35588
(10, 10, 20, 60) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2666.50603
(10, 10, 20, 60) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2757.19068
(10, 10, 20, 60) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -2840.10627
(10, 10, 20, 60) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -2931.8510499999998
(10, 10, 20, 60) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3020.45653
(10, 10, 20, 60) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3159.8058300000002
(10, 10, 20, 60) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3276.39347
(10, 10, 20, 60) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3416.15593
(10, 10, 20, 60) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3519.62616
(10, 10, 20, 60) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -3667.3967300000004
(10, 10, 20, 60) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -3793.66867
(10, 10, 20, 60) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -3941.88388
(10, 10, 20, 60) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4108.23207
(10, 10, 20, 60) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4240.97327
(10, 10, 20, 60) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4360.68831
(10, 10, 20, 60) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4542.89616
(10, 10, 20, 60) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -4677.76454
(10, 10, 20, 60) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -4826.94444
(10, 10, 20, 60) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -4975.25295
(10, 10, 20, 60) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5167.36865
(10, 10, 20, 60) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5398.21412
(10, 10, 20, 60) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -5551.43842
(10, 10, 20, 60) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -5577.12067
(10, 10, 20, 60) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -5980.41773
(10, 10, 20, 60) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6114.151879999999
(10, 10, 20, 60) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6130.73686
(10, 10, 20, 60) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -6684.06413
(10, 10, 25, 55) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -383.828795
(10, 10, 25, 55) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -465.33966
(10, 10, 25, 55) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -550.8611099999999
(10, 10, 25, 55) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -614.8310200000001
(10, 10, 25, 55) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -687.6689200000001
(10, 10, 25, 55) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -743.27571
(10, 10, 25, 55) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -769.05418
(10, 10, 25, 55) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -797.509365
(10, 10, 25, 55) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -822.5605449999999
(10, 10, 25, 55) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -845.253345
(10, 10, 25, 55) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -868.428705
(10, 10, 25, 55) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -882.72223
(10, 10, 25, 55) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -924.54694
(10, 10, 25, 55) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -929.429235
(10, 10, 25, 55) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -964.4031200000001
(10, 10, 25, 55) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1017.159835
(10, 10, 25, 55) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1051.3894349999998
(10, 10, 25, 55) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1079.54606
(10, 10, 25, 55) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1133.1260699999998
(10, 10, 25, 55) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1199.778165
(10, 10, 25, 55) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1243.75641
(10, 10, 25, 55) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1295.05879
(10, 10, 25, 55) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1353.314225
(10, 10, 25, 55) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1388.05448
(10, 10, 25, 55) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1433.165915
(10, 10, 25, 55) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1470.088875
(10, 10, 25, 55) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1528.238955
(10, 10, 25, 55) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1571.904605
(10, 10, 25, 55) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1608.9517449999998
(10, 10, 25, 55) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1658.754035
(10, 10, 25, 55) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1717.06883
(10, 10, 25, 55) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1744.472315
(10, 10, 25, 55) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1808.5563850000003
(10, 10, 25, 55) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1837.7405800000001
(10, 10, 25, 55) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1875.00654
(10, 10, 25, 55) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1905.37205
(10, 10, 25, 55) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1967.955625
(10, 10, 25, 55) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2010.276315
(10, 10, 25, 55) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2062.6231000000002
(10, 10, 25, 55) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2090.65508
(10, 10, 25, 55) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2137.14304
(10, 10, 25, 55) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2156.77934
(10, 10, 25, 55) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2170.6349600000003
(10, 10, 25, 55) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2208.011415
(10, 10, 25, 55) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2230.0830400000004
(10, 10, 25, 55) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2292.5996050000003
(10, 10, 25, 55) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2313.278265
(10, 10, 25, 55) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2348.8348849999998
(10, 10, 25, 55) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2407.219775
(10, 10, 25, 55) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2450.025365
(10, 10, 25, 55) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2501.109615
(10, 10, 25, 55) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2534.262535
(10, 10, 25, 55) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2586.67577
(10, 10, 25, 55) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2635.399005
(10, 10, 25, 55) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2700.7640499999998
(10, 10, 25, 55) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2768.9763599999997
(10, 10, 25, 55) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2841.456225
(10, 10, 25, 55) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2935.79783
(10, 10, 25, 55) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3025.3000899999997
(10, 10, 25, 55) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3124.339845
(10, 10, 25, 55) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3218.56974
(10, 10, 25, 55) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3362.1524799999997
(10, 10, 25, 55) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3485.1776950000003
(10, 10, 25, 55) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3631.786695
(10, 10, 25, 55) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3745.55469
(10, 10, 25, 55) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -3900.33052
(10, 10, 25, 55) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4033.51125
(10, 10, 25, 55) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4190.375765
(10, 10, 25, 55) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4359.326465
(10, 10, 25, 55) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4497.142374999999
(10, 10, 25, 55) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4623.59937
(10, 10, 25, 55) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4809.0501
(10, 10, 25, 55) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -4949.9684
(10, 10, 25, 55) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5104.983415000001
(10, 10, 25, 55) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5255.371965
(10, 10, 25, 55) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5454.651250000001
(10, 10, 25, 55) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5699.88463
(10, 10, 25, 55) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -5865.177485
(10, 10, 25, 55) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -5886.852575
(10, 10, 25, 55) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6301.002930000001
(10, 10, 25, 55) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6438.310925
(10, 10, 25, 55) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6460.07793
(10, 10, 25, 55) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7030.675765
(10, 10, 30, 50) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -418.9366600000001
(10, 10, 30, 50) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -505.00118
(10, 10, 30, 50) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -595.11084
(10, 10, 30, 50) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -663.9654400000001
(10, 10, 30, 50) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -743.1456599999999
(10, 10, 30, 50) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -802.41701
(10, 10, 30, 50) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -830.0935
(10, 10, 30, 50) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -861.41766
(10, 10, 30, 50) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -887.8598599999999
(10, 10, 30, 50) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -911.8874199999999
(10, 10, 30, 50) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -936.3907
(10, 10, 30, 50) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -951.5392300000001
(10, 10, 30, 50) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -995.5717199999999
(10, 10, 30, 50) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -1000.8698099999999
(10, 10, 30, 50) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -1036.2860500000002
(10, 10, 30, 50) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1093.7320399999999
(10, 10, 30, 50) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1129.5315099999998
(10, 10, 30, 50) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1160.21461
(10, 10, 30, 50) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1217.3323
(10, 10, 30, 50) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1287.22693
(10, 10, 30, 50) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1333.8548799999999
(10, 10, 30, 50) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1390.38014
(10, 10, 30, 50) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1452.90072
(10, 10, 30, 50) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1489.0845400000003
(10, 10, 30, 50) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1536.25362
(10, 10, 30, 50) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1575.87329
(10, 10, 30, 50) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1638.7045300000002
(10, 10, 30, 50) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1684.64213
(10, 10, 30, 50) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1724.64335
(10, 10, 30, 50) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1774.8980199999999
(10, 10, 30, 50) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1839.22253
(10, 10, 30, 50) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1867.7189799999999
(10, 10, 30, 50) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1933.2991100000002
(10, 10, 30, 50) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1965.7280999999998
(10, 10, 30, 50) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -2005.25819
(10, 10, 30, 50) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -2035.73821
(10, 10, 30, 50) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2101.00284
(10, 10, 30, 50) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2146.08335
(10, 10, 30, 50) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2199.72807
(10, 10, 30, 50) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2229.44726
(10, 10, 30, 50) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2278.46047
(10, 10, 30, 50) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2300.32735
(10, 10, 30, 50) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2316.04554
(10, 10, 30, 50) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2355.9274600000003
(10, 10, 30, 50) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2377.22877
(10, 10, 30, 50) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2441.91662
(10, 10, 30, 50) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2463.86623
(10, 10, 30, 50) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2501.59866
(10, 10, 30, 50) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2564.8877700000003
(10, 10, 30, 50) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2608.84765
(10, 10, 30, 50) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2662.5905300000004
(10, 10, 30, 50) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2697.12224
(10, 10, 30, 50) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2753.01071
(10, 10, 30, 50) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2803.91691
(10, 10, 30, 50) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2870.43516
(10, 10, 30, 50) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2942.5968399999997
(10, 10, 30, 50) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -3016.40642
(10, 10, 30, 50) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3114.4049800000003
(10, 10, 30, 50) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3210.49391
(10, 10, 30, 50) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3316.8286399999997
(10, 10, 30, 50) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3416.6829500000003
(10, 10, 30, 50) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3564.49913
(10, 10, 30, 50) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3693.9619199999997
(10, 10, 30, 50) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3847.4174599999997
(10, 10, 30, 50) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3971.4832199999996
(10, 10, 30, 50) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -4133.26431
(10, 10, 30, 50) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4273.35383
(10, 10, 30, 50) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4438.86765
(10, 10, 30, 50) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4610.42086
(10, 10, 30, 50) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4753.31148
(10, 10, 30, 50) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4886.51043
(10, 10, 30, 50) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -5075.2040400000005
(10, 10, 30, 50) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5222.17226
(10, 10, 30, 50) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5383.02239
(10, 10, 30, 50) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5535.49098
(10, 10, 30, 50) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5741.93385
(10, 10, 30, 50) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -6001.55514
(10, 10, 30, 50) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -6178.91655
(10, 10, 30, 50) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6196.5844799999995
(10, 10, 30, 50) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6621.58813
(10, 10, 30, 50) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6762.46997
(10, 10, 30, 50) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6789.419
(10, 10, 30, 50) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7377.287399999999
(10, 10, 35, 45) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -454.044525
(10, 10, 35, 45) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -544.6627
(10, 10, 35, 45) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -639.36057
(10, 10, 35, 45) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -713.09986
(10, 10, 35, 45) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -798.6224
(10, 10, 35, 45) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -861.5583100000001
(10, 10, 35, 45) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -891.1328199999999
(10, 10, 35, 45) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -925.325955
(10, 10, 35, 45) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -953.159175
(10, 10, 35, 45) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -978.521495
(10, 10, 35, 45) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -1004.3526949999999
(10, 10, 35, 45) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -1020.3562300000001
(10, 10, 35, 45) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -1066.5965
(10, 10, 35, 45) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -1072.310385
(10, 10, 35, 45) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -1108.1689800000001
