(p1, p2, p3, p4)    X          A          B          C          D          E
(0, 15, 25, 60) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1765.95003
(0, 15, 25, 60) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1795.873955
(0, 15, 25, 60) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1832.553605
(0, 15, 25, 60) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1866.63081
(0, 15, 25, 60) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1929.00202
(0, 15, 25, 60) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1975.429705
(0, 15, 25, 60) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2021.552675
(0, 15, 25, 60) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2055.58899
(0, 15, 25, 60) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2104.2338649999997
(0, 15, 25, 60) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2126.5095850000002
(0, 15, 25, 60) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2144.425755
(0, 15, 25, 60) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2177.553025
(0, 15, 25, 60) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2202.634435
(0, 15, 25, 60) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2266.741895
(0, 15, 25, 60) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2290.09323
(0, 15, 25, 60) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2328.544025
(0, 15, 25, 60) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2392.78779
(0, 15, 25, 60) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2439.5363500000003
(0, 15, 25, 60) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2495.64104
(0, 15, 25, 60) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2534.113795
(0, 15, 25, 60) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2589.3160099999996
(0, 15, 25, 60) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2643.39777
(0, 15, 25, 60) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2710.89909
(0, 15, 25, 60) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2780.796545
(0, 15, 25, 60) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2857.38004
(0, 15, 25, 60) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2955.5361199999998
(0, 15, 25, 60) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3046.993085
(0, 15, 25, 60) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3147.06315
(0, 15, 25, 60) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3242.8615250000003
(0, 15, 25, 60) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3391.28247
(0, 15, 25, 60) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3515.9353549999996
(0, 15, 25, 60) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3664.0919349999995
(0, 15, 25, 60) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3779.00987
(0, 15, 25, 60) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -3937.703605
(0, 15, 25, 60) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4071.57996
(0, 15, 25, 60) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4232.15861
(0, 15, 25, 60) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4407.15673
(0, 15, 25, 60) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4551.955875
(0, 15, 25, 60) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4685.15245
(0, 15, 25, 60) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4877.91902
(0, 15, 25, 60) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5028.03455
(0, 15, 25, 60) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5187.424505000001
(0, 15, 25, 60) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5348.489645
(0, 15, 25, 60) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5551.983185000001
(0, 15, 25, 60) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5808.61586
(0, 15, 25, 60) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -5982.688305
(0, 15, 25, 60) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6007.107625000001
(0, 15, 25, 60) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6433.07623
(0, 15, 25, 60) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6579.453974999999
(0, 15, 25, 60) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6596.635315
(0, 15, 25, 60) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7185.713470000001
(0, 15, 30, 55) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -405.19890000000004
(0, 15, 30, 55) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -490.76796
(0, 15, 30, 55) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -577.760555
(0, 15, 30, 55) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -644.00046
(0, 15, 30, 55) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -721.38501
(0, 15, 30, 55) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -780.03164
(0, 15, 30, 55) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -808.18218
(0, 15, 30, 55) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -836.66686
(0, 15, 30, 55) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -862.0678549999999
(0, 15, 30, 55) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -884.8676249999999
(0, 15, 30, 55) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -908.12899
(0, 15, 30, 55) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -922.57697
(0, 15, 30, 55) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -964.866445
(0, 15, 30, 55) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -965.007125
(0, 15, 30, 55) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -1001.7746700000001
(0, 15, 30, 55) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1055.5033600000002
(0, 15, 30, 55) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1089.48054
(0, 15, 30, 55) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1121.228155
(0, 15, 30, 55) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1180.1406849999998
(0, 15, 30, 55) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1246.9869800000001
(0, 15, 30, 55) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1294.515275
(0, 15, 30, 55) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1350.98637
(0, 15, 30, 55) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1412.7915
(0, 15, 30, 55) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1448.293585
(0, 15, 30, 55) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1497.382975
(0, 15, 30, 55) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1535.130135
(0, 15, 30, 55) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1596.668475
(0, 15, 30, 55) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1643.2184100000002
(0, 15, 30, 55) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1681.64471
(0, 15, 30, 55) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1732.9731849999998
(0, 15, 30, 55) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1797.2114900000001
(0, 15, 30, 55) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1825.146395
(0, 15, 30, 55) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1890.692755
(0, 15, 30, 55) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1923.8614749999997
(0, 15, 30, 55) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1962.805255
(0, 15, 30, 55) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1996.9969700000001
(0, 15, 30, 55) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2062.049235
(0, 15, 30, 55) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2111.23674
(0, 15, 30, 55) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2158.6576450000002
(0, 15, 30, 55) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2194.3811699999997
(0, 15, 30, 55) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2245.5512949999998
(0, 15, 30, 55) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2270.057595
(0, 15, 30, 55) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2289.836335
(0, 15, 30, 55) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2325.46907
(0, 15, 30, 55) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2349.780165
(0, 15, 30, 55) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2416.0589099999997
(0, 15, 30, 55) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2440.681195
(0, 15, 30, 55) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2481.3078
(0, 15, 30, 55) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2550.455785
(0, 15, 30, 55) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2598.358635
(0, 15, 30, 55) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2657.121955
(0, 15, 30, 55) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2696.9735
(0, 15, 30, 55) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2755.6509499999997
(0, 15, 30, 55) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2811.915675
(0, 15, 30, 55) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2880.5702
(0, 15, 30, 55) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2954.4170249999997
(0, 15, 30, 55) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -3032.3302350000004
(0, 15, 30, 55) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3134.1432699999996
(0, 15, 30, 55) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3232.1869049999996
(0, 15, 30, 55) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3339.551945
(0, 15, 30, 55) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3440.974735
(0, 15, 30, 55) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3593.62912
(0, 15, 30, 55) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3724.71958
(0, 15, 30, 55) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3879.7227
(0, 15, 30, 55) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -4004.9383999999995
(0, 15, 30, 55) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -4170.637395
(0, 15, 30, 55) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4311.42254
(0, 15, 30, 55) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4480.650495
(0, 15, 30, 55) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4658.251125
(0, 15, 30, 55) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4808.1249800000005
(0, 15, 30, 55) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4948.06351
(0, 15, 30, 55) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -5144.07296
(0, 15, 30, 55) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5300.23841
(0, 15, 30, 55) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5465.46348
(0, 15, 30, 55) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5628.60866
(0, 15, 30, 55) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5839.2657850000005
(0, 15, 30, 55) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -6110.28637
(0, 15, 30, 55) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -6296.427369999999
(0, 15, 30, 55) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6316.83953
(0, 15, 30, 55) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6753.66143
(0, 15, 30, 55) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6903.613019999999
(0, 15, 30, 55) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6925.976385
(0, 15, 30, 55) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7532.325105
(0, 15, 35, 50) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -440.30676500000004
(0, 15, 35, 50) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -530.42948
(0, 15, 35, 50) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -622.0102850000001
(0, 15, 35, 50) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -693.13488
(0, 15, 35, 50) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -776.86175
(0, 15, 35, 50) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -839.17294
(0, 15, 35, 50) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -869.2215
(0, 15, 35, 50) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -900.575155
(0, 15, 35, 50) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -927.3671699999999
(0, 15, 35, 50) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -951.5016999999999
(0, 15, 35, 50) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -976.0909849999999
(0, 15, 35, 50) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -991.3939700000001
(0, 15, 35, 50) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -1035.891225
(0, 15, 35, 50) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -1036.4477
(0, 15, 35, 50) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -1073.6576
(0, 15, 35, 50) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1132.075565
(0, 15, 35, 50) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1167.6226149999998
(0, 15, 35, 50) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1201.8967049999999
(0, 15, 35, 50) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1264.3469149999999
(0, 15, 35, 50) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1334.435745
(0, 15, 35, 50) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1384.6137449999999
(0, 15, 35, 50) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1446.30772
(0, 15, 35, 50) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1512.377995
(0, 15, 35, 50) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1549.323645
(0, 15, 35, 50) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1600.47068
(0, 15, 35, 50) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1640.91455
(0, 15, 35, 50) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1707.13405
(0, 15, 35, 50) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1755.955935
(0, 15, 35, 50) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1797.336315
(0, 15, 35, 50) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1849.1171699999998
(0, 15, 35, 50) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1919.36519
(0, 15, 35, 50) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1948.39306
(0, 15, 35, 50) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -2015.4354800000003
(0, 15, 35, 50) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -2051.848995
(0, 15, 35, 50) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -2093.056905
(0, 15, 35, 50) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -2127.36313
(0, 15, 35, 50) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2195.09645
(0, 15, 35, 50) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2247.043775
(0, 15, 35, 50) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2295.762615
(0, 15, 35, 50) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2333.17335
(0, 15, 35, 50) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2386.868725
(0, 15, 35, 50) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2413.605605
(0, 15, 35, 50) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2435.2469149999997
(0, 15, 35, 50) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2473.385115
(0, 15, 35, 50) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2496.925895
(0, 15, 35, 50) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2565.3759250000003
(0, 15, 35, 50) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2591.26916
(0, 15, 35, 50) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2634.071575
(0, 15, 35, 50) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2708.12378
(0, 15, 35, 50) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2757.1809200000002
(0, 15, 35, 50) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2818.6028699999997
(0, 15, 35, 50) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2859.833205
(0, 15, 35, 50) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2921.98589
(0, 15, 35, 50) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2980.43358
(0, 15, 35, 50) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -3050.24131
(0, 15, 35, 50) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -3128.037505
(0, 15, 35, 50) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -3207.28043
(0, 15, 35, 50) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3312.7504200000003
(0, 15, 35, 50) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3417.380725
(0, 15, 35, 50) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3532.0407400000004
(0, 15, 35, 50) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3639.087945
(0, 15, 35, 50) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3795.97577
(0, 15, 35, 50) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3933.503805
(0, 15, 35, 50) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -4095.3534649999997
(0, 15, 35, 50) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -4230.86693
(0, 15, 35, 50) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -4403.571185
(0, 15, 35, 50) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4551.26512
(0, 15, 35, 50) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4729.142379999999
(0, 15, 35, 50) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4909.34552
(0, 15, 35, 50) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -5064.2940849999995
(0, 15, 35, 50) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -5210.97457
(0, 15, 35, 50) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -5410.2269
(0, 15, 35, 50) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5572.4422700000005
(0, 15, 35, 50) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5743.502455
(0, 15, 35, 50) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5908.727675
(0, 15, 35, 50) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -6126.548385
(0, 15, 35, 50) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -6411.95688
(0, 15, 35, 50) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -6610.166435
(0, 15, 35, 50) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6626.571435
(0, 15, 35, 50) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -7074.24663
(0, 15, 35, 50) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -7227.772065
(0, 15, 35, 50) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -7255.317454999999
(0, 15, 35, 50) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7878.936739999999
(0, 15, 40, 45) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -475.41463
(0, 15, 40, 45) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -570.091
(0, 15, 40, 45) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -666.2600150000001
(0, 15, 40, 45) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -742.2693
(0, 15, 40, 45) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -832.3384900000001
(0, 15, 40, 45) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -898.31424
(0, 15, 40, 45) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -930.26082
(0, 15, 40, 45) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -964.48345
(0, 15, 40, 45) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -992.666485
(0, 15, 40, 45) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -1018.135775
(0, 15, 40, 45) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -1044.05298
(0, 15, 40, 45) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -1060.21097
(0, 15, 40, 45) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -1106.916005
(0, 15, 40, 45) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -1107.888275
(0, 15, 40, 45) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -1145.5405300000002
(0, 15, 40, 45) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1208.64777
(0, 15, 40, 45) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1245.76469
(0, 15, 40, 45) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1282.565255
(0, 15, 40, 45) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1348.553145
(0, 15, 40, 45) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1421.8845099999999
(0, 15, 40, 45) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1474.712215
(0, 15, 40, 45) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1541.6290700000002
(0, 15, 40, 45) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1611.96449
(0, 15, 40, 45) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1650.353705
(0, 15, 40, 45) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1703.558385
(0, 15, 40, 45) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1746.6989649999998
(0, 15, 40, 45) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1817.5996249999998
(0, 15, 40, 45) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1868.69346
(0, 15, 40, 45) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1913.02792
(0, 15, 40, 45) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1965.261155
(0, 15, 40, 45) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -2041.5188899999998
(0, 15, 40, 45) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -2071.639725
(0, 15, 40, 45) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -2140.178205
(0, 15, 40, 45) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -2179.836515
(0, 15, 40, 45) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -2223.308555
(0, 15, 40, 45) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -2257.72929
(0, 15, 40, 45) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2328.143665
(0, 15, 40, 45) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2382.85081
(0, 15, 40, 45) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2432.867585
(0, 15, 40, 45) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2471.96553
(0, 15, 40, 45) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2528.186155
(0, 15, 40, 45) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2557.153615
(0, 15, 40, 45) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2580.657495
(0, 15, 40, 45) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2621.30116
(0, 15, 40, 45) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2644.071625
(0, 15, 40, 45) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2714.69294
(0, 15, 40, 45) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2741.857125
(0, 15, 40, 45) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2786.8353500000003
(0, 15, 40, 45) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2865.791775
(0, 15, 40, 45) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2916.003205
(0, 15, 40, 45) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2980.083785
(0, 15, 40, 45) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -3022.69291
(0, 15, 40, 45) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -3088.3208299999997
(0, 15, 40, 45) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -3148.951485
(0, 15, 40, 45) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -3219.9124199999997
(0, 15, 40, 45) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -3301.657985
(0, 15, 40, 45) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -3382.2306249999997
(0, 15, 40, 45) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3491.35757
(0, 15, 40, 45) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3602.574545
(0, 15, 40, 45) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3724.5295349999997
